Name,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Tradesman's,,,,,,,,,,,"1322 Chestnut Street, Philadelphia, PA 19107",39.95060708,-75.16260242,https://tradesmansphl.com,"['Barbeque', 'Whiskey Bars', 'Beer Bar']",$$,235.0,https://centercityphila.org/uploads/attachments/cjvqrmzr71gozukqd9zklmrgb-tradesmans.663.29.614.614.full.jpg,N,N,"['Avenue of the Arts South', 'Penn Center']",4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 11:00 PM,True,2.9,21.0,56.0,"Street Parking, Garage Parking",Monday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Casual, Moderate Noise",Wheelchair Accessible,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar",TV
Trattoria Carina,,,,,,,,,,,"2201 Spruce St, Philadelphia, PA 19103",39.94878,-75.17803,https://www.trattoriacarina.com,['Italian'],$$,335.0,,N,N,"['Fitler Square', 'Rittenhouse Square']",4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,11:00 AM - 2:45 PM,11:00 AM - 2:45 PM,,4.4,51.0,53.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Intimate, Romantic, Casual, Moderate Noise",Gender-neutral restrooms,,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Tria Cafe Rittenhouse,,,,,,,,,,https://www.triaphilly.com/reservations,"123 S 18th St, Philadelphia, PA 19103",39.9509483,-75.1704197,https://www.triaphilly.com,"['Wine Bars', 'Modern European']",$$$,923.0,,N,N,"['Rittenhouse Square', 'Penn Center']",4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 8:30 PM,True,4.4,70.0,50.0,"Street Parking, Bike Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Gender-neutral restrooms",True,"Plastic-free packaging, Provides reusable tableware","Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,Background Music,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Tria Cafe Wash West,,,,,,,,,,https://www.triaphilly.com/reservations,"1137 Spruce St, Philadelphia, PA 19107",39.9466238,-75.1609139,https://www.triaphilly.com,"['Wine Bars', 'Modern European']",$$,797.0,,N,N,['Washington Square West'],4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:30 PM,4:00 PM - 10:00 PM,12:00 PM - 10:00 PM,2:00 PM - 8:30 PM,True,4.5,54.0,54.0,"Street Parking, Bike Parking","Friday, Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Open to All, Gender-neutral restrooms",True,"Plastic-free packaging, Provides reusable tableware","Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Beer and Wine Only","TV, Wi-Fi"
Triangle Tavern,,,,,,,,,,,"1338 S 10th St, Philadelphia, PA 19147",39.93231,-75.1611,http://www.triangletavernphilly.com/,"['American (Traditional)', 'Bars']",$$,261.0,,N,N,['Passyunk Square'],12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,True,4.2,47.0,47.0,"Street Parking, Bike Parking","Wednesday, Thursday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Hipster, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Pool Table, Wi-Fi"
Tsaocaa & BBQ Chicken,,,,,,,,,,,"938 Race St, Philadelphia, PA 19107",39.95534445,-75.15571378,,"['Chicken Wings', 'Bubble Tea', 'Korean']",$$,175.0,,N,N,['Chinatown'],11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 9:30 PM,,3.7,37.0,48.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Classy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Tuna Bar,,,,,,,,,,https://www.opentable.com/r/tuna-bar-philadelphia,"205 Race St, Philadelphia, PA 19106",39.953949,-75.1432262,http://www.tunabar.com,"['Japanese', 'Sushi Bars']",$$,308.0,,N,N,[],Closed,1:30 PM - 10:00 PM,1:30 PM - 10:00 PM,1:30 PM - 10:00 PM,1:30 PM - 11:00 PM,1:30 PM - 11:00 PM,1:30 PM - 10:00 PM,,4.3,49.0,51.0,Street Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Intimate, Romantic, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,Outdoor Seating,Dessert,,"Happy Hour, Full Bar","TV, Wi-Fi"
Undrgrnd Donuts,,,,,,,,,,,"Philadelphia, PA 19104",39.95916929,-75.19841873,,"['Donuts', 'Food Stands']",$,41.0,,N,N,"['Saunders Park', 'Powelton Village']",,,,,,,,,4.0,24.0,40.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Union Transfer,,,,,,,,,,,"1026 Spring Garden St, Philadelphia, PA 19123",39.96153698,-75.15533942,http://www.utphilly.com/,"['Music Venues', 'Bars']",$$,305.0,,N,N,"['Callowhill', 'Spring Garden']",,,,,,,,,4.5,53.0,41.0,"Bike Parking, Private Lot Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,,,"Hipster, Casual, Loud",,,,Takes Reservations,Outdoor Seating,,Live Music,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Unit Su Vege,,,,,,,,,,,"2000 Hamilton St, Ste 106, Philadelphia, PA 19130",39.96204,-75.17222,,"['Vegetarian', 'Chinese']",$$,188.0,,N,N,"['Art Museum District', 'Fairmount', 'Logan Square', 'Spring Garden']",11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,12:00 PM - 10:00 PM,,4.5,52.0,32.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Quiet","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,Takes Reservations,,"Dessert, Dinner",,Alcohol,"TV, Wi-Fi"
Uptown Beer Garden,,,,,,,,,,,"1735 John F Kennedy Blvd, Philadelphia, PA 19103",39.9534742,-75.16587717,https://www.uptownbeer.com,['Beer Gardens'],,32.0,https://centercityphila.org/uploads/attachments/cj0y4uf6z0cq9yvqd5m3xt7do-1608-ccd-sips-2792.1400.8.4992.4992.full.jpg,N,N,"['Penn Center', 'Logan Square', 'Art Museum District']",4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,11:00 AM - 2:00 AM,,2.8,18.0,56.0,,,,,Dinner,,,,,,,,,,,,
Urban Farmer Philadelphia,,,,,,,,,,,"1850 Benjamin Franklin Pkwy, Philadelphia, PA 19103",39.957207,-75.1699827,https://www.urbanfarmersteakhouse.com,"['American (Traditional)', 'Steakhouses']",$$$,736.0,,N,N,"['Logan Square', 'Penn Center', 'Art Museum District']",7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,7:00 AM - 2:00 PM,,4.0,62.0,54.0,Bike Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Keto Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise",,,Provides reusable tableware,Takes Reservations,"Outdoor Seating, Private Dining","Lunch, Dinner",,"Happy Hour, Full Bar","TV, Wi-Fi"
Urban Village Brewing Co,,,,,,,,,,http://urbanvillagebrewing.com/reservations,"1001 N 2nd St, Philadelphia, PA 19123",39.9667,-75.13997,http://urbanvillagebrewing.com,"['Breweries', 'Pizza', 'American (New)']",$$,275.0,,N,N,['Northern Liberties'],12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 11:00 PM,,4.2,47.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",True,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating","Lunch, Dinner",,"Happy Hour, Full Bar","TV, Wi-Fi"
Varga Bar,,,,,,,,,,,"941 Spruce St, Philadelphia, PA 19107",39.94620439,-75.15779929,http://vargabar.com/,"['Gastropubs', 'Bars', 'American (New)']",$$,612.0,,N,N,['Washington Square West'],4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,12:00 PM - 12:00 AM,,3.7,38.0,39.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",Gender-neutral restrooms,True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Veda - Modern Indian Bistro,,,,,,,,,,,"1920 Chestnut St., Philadelphia, PA 19103",39.95175635,-75.17289476,http://vedaphilly.com,"['Indian', 'Breakfast & Brunch']",$$,542.0,https://centercityphila.org/uploads/attachments/ckxglxq5b4luisrqdwjk1e6le-veda.0.52.710.710.full.jpg,N,N,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,11:30 AM - 2:30 PM,,4.1,46.0,69.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering, Offers Military Discount","Vegan Options, Vegetarian Options","Trendy, Classy, Romantic, Upscale, Moderate Noise","Open to All, Wheelchair Accessible",,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
Vedge,,,,,,,,,,,"1221 Locust St, Philadelphia, PA 19107",39.94793105,-75.16142798,http://www.vedgerestaurant.com,"['Vegan', 'Vegetarian']",$$$,1584.0,,N,N,['Washington Square West'],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,Closed,,4.5,74.0,54.0,"Street Parking, Bike Parking, Garage Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Pescatarian Options, Vegetarian Options","Classy, Moderate Noise",Gender-neutral restrooms,,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Veganish,,,,,,,,,,,"1214 N 52nd St, Philadelphia, PA 19131",39.97188045,-75.22613617,http://www.veganishphilly.com,"['Seafood', 'Sandwiches', 'Burgers']",,108.0,,N,N,[],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,4.0,42.0,44.0,,,,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Casual, Moderate Noise",,,,,,,,Alcohol,
Vernick Coffee Bar,,,,,,,,,,http://www.opentable.com/restaurant/profile/1021633/reserve?restref=1021633&ot_source=bentobox,"1800 Arch St, Fl 2, Comcast Technology Center, Philadelphia, PA 19103",39.955061,-75.170196,https://vernickcoffeebar.com,"['Coffee & Tea', 'Breakfast & Brunch', 'American (New)']",$$,66.0,,N,N,"['Penn Center', 'Logan Square']",7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,7:30 AM - 4:00 PM,Closed,Closed,,4.3,48.0,41.0,Garage Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,Moderate Noise,,,Provides reusable tableware,Takes Reservations,Outdoor Seating,,,,"TV, Wi-Fi"
Vernick Fish,,,,,,,,,,https://www.opentable.com/restref/client/?restref=1021729&lang=en-US&corrid=70700cf1-0266-4f1e-bced-d319a8767389&ot_source=bentobox,"1876 Arch St, Philadelphia, PA 19103",39.955307,-75.171122,https://vernickfish.com,"['Seafood', 'Desserts', 'Tapas/Small Plates']",$$$,187.0,,N,N,"['Penn Center', 'Logan Square']",Closed,Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,Closed,,4.5,70.0,54.0,"Street Parking, Bike Parking, Valet Parking, Validated Parking, Garage Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Classy, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Vernick Food & Drink,,,,,,,,,,,"2031 Walnut St, Philadelphia, PA 19103",39.950901,-75.17485,http://www.vernickphilly.com,"['American (New)', 'Beer, Wine & Spirits']",$$$$,1088.0,,N,N,"['Rittenhouse Square', 'Penn Center']",Closed,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,5:00 PM - 9:30 PM,Closed,,4.5,90.0,55.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,Offers Takeout,"Vegan Options, Vegetarian Options","Classy, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Vetri Cucina,,,,,,,,,,,"1312 Spruce St, Philadelphia, PA 19107",39.94659,-75.16319,https://vetricucina.com,['Italian'],$$$$,542.0,,N,N,"['Avenue of the Arts South', 'Washington Square West']",6:00 PM - 9:30 PM,6:00 PM - 8:00 PM,6:00 PM - 9:30 PM,6:00 PM - 9:30 PM,11:30 AM - 9:30 PM,6:00 PM - 9:00 PM,5:00 PM - 9:00 PM,,4.5,88.0,54.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,Offers Takeout,"Pescatarian Options, Vegetarian Options","Classy, Intimate, Romantic, Upscale, Dressy, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Via Locusta,,,,,,,,,,https://resy.com/cities/pha/via-locusta,"1723 Locust St,  Philadelphia, PA 19103",39.94891916,-75.16961782,https://www.vialocusta.com,"['Italian', 'Tapas/Small Plates', 'Cocktail Bars']",$$$,282.0,https://centercityphila.org/uploads/attachments/cl4rbyobb02avtvqdlrra2ag3-via-locusta.0.2648.5304.5304.full.jpg,N,N,['Rittenhouse Square'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,True,4.3,66.0,70.0,Street Parking,"Saturday, Sunday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Trendy, Classy, Upscale, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",Dessert,,"Happy Hour, Full Bar",TV
Vic Sushi Bar,,,,,,,,,,,"2035 Sansom St, Philadelphia, PA 19103",39.9515123,-75.1743411,http://www.vic-sushi.com,"['Sushi Bars', 'Japanese']",$$,920.0,,N,N,"['Rittenhouse Square', 'Penn Center']",11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 9:30 PM,11:30 AM - 10:00 PM,12:00 PM - 10:00 PM,Closed,,4.1,47.0,40.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,Offers Delivery,"Vegan Options, Limited Vegetarian Options","Classy, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
Vientiane Bistro,,,,,,,,,,,"2537 Kensington Ave, Philadelphia, PA 19125",39.98810008,-75.12821484,http://www.vientianebistro.com,"['Laotian', 'Thai']",,81.0,,N,N,['Kensington'],12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,Closed,,4.5,52.0,24.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Romantic, Casual, Moderate Noise",,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Vientiane Café,,,,,,,,,,http://www.vientiane-cafe.com#reservations,"4728 Baltimore Ave, Philadelphia, PA 19143",39.94832,-75.2179,http://www.vientiane-cafe.com,"['Thai', 'Laotian']",$$,325.0,,N,N,['Cedar Park'],Closed,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,Closed,,4.0,43.0,36.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
Vietnam Cafe,,,,,,,,,,,"816 S 47th St, Philadelphia, PA 19143",39.9481782,-75.2168865,http://www.eatatvietnam.com/vietnam_cafe.php,['Vietnamese'],$$,397.0,,N,N,['Cedar Park'],11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,,4.1,45.0,44.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Pescatarian Options, Vegetarian Options","Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Vietnam Restaurant,,,,,,,,,,,"221 N 11th St, Philadelphia, PA 19107",39.95623,-75.15713,http://www.eatatvietnam.com/vr_contact.php,['Vietnamese'],$$,438.0,,N,N,['Chinatown'],11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,,3.8,39.0,48.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Classy, Casual, Quiet",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Villa Di Roma,,,,,,,,,,http://www.villadiroma.com/reservations/,"936 S 9th St, Philadelphia, PA 19147",39.93792661,-75.15812047,http://villadiroma.com/,['Italian'],$$,477.0,,N,N,"['Italian Market', 'Bella Vista']",Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,,3.9,41.0,43.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout",Limited Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Village Whiskey,,,,,,,,,,https://www.villagewhiskey.com/reservations/,"118 S 20th St, Philadelphia, PA 19103",39.95141659,-75.17376779,http://philadelphia.villagewhiskey.com/,"['American (New)', 'Burgers', 'Whiskey Bars']",$$,1637.0,,N,N,"['Rittenhouse Square', 'Penn Center']",Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 9:00 PM,True,3.9,45.0,54.0,"Street Parking, Bike Parking","Tuesday, Wednesday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Classy, Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,Provides reusable tableware,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Villekebabs and Platters,,,,,,,,,,,"1722 Sansom St, Philadelphia, PA 19103",39.95057399,-75.1697461,https://halalfoodphiladelphia.com,"['Afghan', 'Halal', 'Mediterranean']",,63.0,,N,N,"['Rittenhouse Square', 'Penn Center']",11:00 AM - 9:00 PM,3:00 PM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,,4.9,60.0,43.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Classy,Wheelchair Accessible,,"Plastic-free packaging, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Vineyards Cafe,,,,,,,,,,,"847 N 16th St, Philadelphia, PA 19130",39.969939,-75.163026,http://vineyardscafe.com,"['Creperies', 'Cafes', 'Breakfast & Brunch']",$,219.0,,N,N,"['Francisville', 'Fairmount']",7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,,4.6,37.0,30.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,"Lunch, Brunch",,Alcohol,"TV, Wi-Fi"
Vintage Wine Bar & Bistro,,,,,,,,,,,"129 S 13th St, Philadelphia, PA 19107",39.94964838,-75.16188238,http://www.vintage-philadelphia.com,"['Wine Bars', 'French']",$$,432.0,https://centercityphila.org/uploads/attachments/cj2ly1xdp00sf9pqdmi3z04gh-vintage-bar.200.0.450.450.full.jpg,N,N,,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 12:00 AM,True,3.9,41.0,62.0,"Street Parking, Bike Parking","Thursday, Friday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Intimate, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Vista Peru,,,,,,,,,,https://resy.com/cities/pha/vista-peru,"20 S 2nd St, Philadelphia, PA 19106",39.94945,-75.14416,http://vistaperuphilly.com,"['Peruvian', 'Cocktail Bars']",$$,235.0,,N,N,['Old City'],2:00 PM - 11:00 PM,Closed,Closed,2:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,True,3.9,41.0,51.0,"Street Parking, Bike Parking","Wednesday, Friday",Credit Cards,Latinx-owned,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Classy, Intimate, Romantic, Upscale, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Wagner Free Institute of Science,,,,,,,,,,,"1700 W Montgomery Ave, Philadelphia, PA 19121",39.980651,-75.16287,http://www.wagnerfreeinstitute.org,"['Museums', 'Landmarks & Historical Buildings']",,23.0,,N,N,[],Closed,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,Closed,Closed,,4.9,59.0,30.0,,,,,Dinner,,,,,,,,,,,,
Walnut Garden - Temporarily Closed,,,,,,,,,,,"1708 Walnut Street, Philadelphia, PA 19103",39.94989311,-75.16937888,https://www.walnutphl.com,"['Beer Gardens', 'Ice Cream & Frozen Yogurt', 'Cocktail Bars']",,3.0,https://centercityphila.org/uploads/attachments/cliizs5yt7lnr0vqdxxdbxf19-walnut-garden.912.0.2832.2832.full.jpg,N,N,"['Rittenhouse Square', 'Penn Center']",12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,,3.7,36.0,58.0,,,,,Dinner,,,,,,,,,,,,
