Name,Address,SIPS_URL,Website,Latitude,Longitude,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS
1225 Raw Sushi and Sake Lounge,"1225 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#1225-raw-sushi-and-sake-lounge,https://1225rawnledas.com,39.94977844897959,-75.16082181632653,"""Raw Crush - House Vodka + Triple Sec + Orange Juice + Sprite
Raw's Sunrise - Hornitos Tequilla + Pineapple Juice + Orange Juice + Grenadine
Rosey Sunset - House Gin + Lemon Juice + Raspberry Liquor + Cranberry Juice + Simple Syrup
Haku's Water - Coconut Rum + House Spiced Rum + Lime Juice + Pineapple Juice + Blue Curacao""","""House Red Cabernet
House White Pinot Grigio""","""Miller Lite
Heineken
Corona""","""Edamame $6 + Shishito Peppers $7 + Tortilla & Guac $6 + Kimchi Fried Rice $7 + Pork Belly Bao Bun $6 (1pc) + Capital Roll $6 + California Roll $6 + Spicy Tuna Roll $6 + Salmon Avocado Roll $6 + Avocado Cucumber Roll $6"""
